Molecule,Name
ENSMUSG00000038179,Slamf7
ENSMUSG00000121061,
ENSMUSG00000120261,
ENSMUSG00000019984,Med23
ENSMUSG00000006641,Slc5a6
ENSMUSG00002075103,Gm56300
ENSMUSG00000074607,Tox2
ENSMUSG00000039356,Exosc2
ENSMUSG00000025905,Oprk1
ENSMUSG00000103936,Gm36965
ENSMUSG00000103083,A630035G10Rik
ENSMUSG00002076544,Gm56304
ENSMUSG00000103137,Gm37981
ENSMUSG00000017817,Jph2
ENSMUSG00000103519,Gm37429
ENSMUSG00000033774,Npbwr1
ENSMUSG00000103090,Gm19214
ENSMUSG00000008136,Fhl2
ENSMUSG00000087549,Gm13427
ENSMUSG00000035399,Oser1
ENSMUSG00000027363,Usp8
ENSMUSG00000064956,Gm24918
ENSMUSG00000077248,Gm23275
ENSMUSG00000094497,Gm8210
ENSMUSG00000025898,Cwf19l2
ENSMUSG00000099576,Gm29040
ENSMUSG00000015355,Cd48
ENSMUSG00000108297,Gm44167
ENSMUSG00000087053,Gm15082
ENSMUSG00000099694,Gm29610
ENSMUSG00000087083,Gm15083
ENSMUSG00000103883,Gm37010
ENSMUSG00000107540,Gm43911
ENSMUSG00000101923,Gm29041
ENSMUSG00000107474,Gm43932
ENSMUSG00000059058,Tma7-ps
ENSMUSG00000108186,Gm8132
ENSMUSG00000104224,Gm37693
ENSMUSG00000104440,Gm19030
ENSMUSG00002075752,Gm56305
ENSMUSG00000119062,Gm22950
ENSMUSG00000076548,Igkv4-69
ENSMUSG00000056268,Dennd1b
ENSMUSG00000076549,Igkv4-68
ENSMUSG00000098497,Mir6932
ENSMUSG00000020722,Cacng1
ENSMUSG00000104697,Igkv12-67
ENSMUSG00000088675,Rprl1
ENSMUSG00000106222,Rprl1
ENSMUSG00000105110,Igkv12-66
ENSMUSG00000105883,Igkv4-65
ENSMUSG00000042788,Fam166b
ENSMUSG00000105747,Igkv13-64
ENSMUSG00000038203,Hoxa13
ENSMUSG00000040938,Slc16a11
ENSMUSG00000087441,Gm13853
ENSMUSG00000056215,Lrguk
ENSMUSG00000110660,Gm5362
ENSMUSG00000041624,Gucy1a2
ENSMUSG00000106940,Gm42930
ENSMUSG00000029326,Enoph1
ENSMUSG00000110691,Gm5363
ENSMUSG00000110461,Gm45860
ENSMUSG00002075932,Gm56141
ENSMUSG00000025894,Aasdhppt
ENSMUSG00000020723,Cacng4
ENSMUSG00000028458,Tesk1
ENSMUSG00002076694,Gm56293
ENSMUSG00002076898,Gm56294
ENSMUSG00000044367,Slc16a13
ENSMUSG00000025732,Mcrip2
ENSMUSG00002076905,Gm56136
ENSMUSG00000029614,Rpl6
ENSMUSG00000025893,Kbtbd3
ENSMUSG00002076927,Gm56142
ENSMUSG00000087356,Gm13856
ENSMUSG00000041124,Msantd4
ENSMUSG00000018999,Slc35b4
ENSMUSG00000025892,Gria4
ENSMUSG00000040373,Cacng5
ENSMUSG00000025731,Mettl26
ENSMUSG00000042272,Sestd1
ENSMUSG00000028459,Cd72
ENSMUSG00000064841,Gm26205
ENSMUSG00000050640,Tmem150c
ENSMUSG00000000317,Bcl6b
ENSMUSG00000071192,Wfikkn1
ENSMUSG00000070109,Mir497b
ENSMUSG00000025730,Rab40c
ENSMUSG00000105220,Mir497
ENSMUSG00000065411,Mir195a
ENSMUSG00000040904,Gm21988
ENSMUSG00000084087,Gm13650
ENSMUSG00000081611,Gm13651
ENSMUSG00000085277,Gm13943
ENSMUSG00000082006,Gm13649
ENSMUSG00000086259,Tmem150cos
ENSMUSG00000027215,Cd82
ENSMUSG00000066877,Nck2
ENSMUSG00000034354,Mtmr3
ENSMUSG00000013622,Atraid
ENSMUSG00000119470,Gm23410
ENSMUSG00000087613,Gm13855
ENSMUSG00000099181,Mir6905
ENSMUSG00000019987,Arg1
ENSMUSG00000001642,Akr1b3
ENSMUSG00000112758,Gm36172
ENSMUSG00000103422,Gm37536
ENSMUSG00000103945,Gm38228
ENSMUSG00000036009,Mettl25
ENSMUSG00000104436,Gm37423
ENSMUSG00000104900,4930596I21Rik
ENSMUSG00000026051,Ecrg4
ENSMUSG00000102626,Gm18553
ENSMUSG00000015316,Slamf1
ENSMUSG00000096086,Gm4761
ENSMUSG00000107508,Gm44083
ENSMUSG00002075667,Gm56143
ENSMUSG00000110644,Gm7390
ENSMUSG00000084690,Gm24896
ENSMUSG00000049093,Il23r
ENSMUSG00000025888,Casp1
ENSMUSG00002075809,Gm55473
ENSMUSG00000112820,Gm48298
ENSMUSG00000019897,Ccdc59
ENSMUSG00000057580,Cox7c-ps1
ENSMUSG00000084862,Gm16278
ENSMUSG00000025728,Pigq
ENSMUSG00000030862,Cpxm2
ENSMUSG00000105650,Gm42889
ENSMUSG00000051397,Tacstd2
ENSMUSG00000028460,Sit1
ENSMUSG00000076501,Igkv2-137
ENSMUSG00002076481,Gm55474
ENSMUSG00000120557,
ENSMUSG00000091994,E130317F20Rik
ENSMUSG00000006498,Ptbp1
ENSMUSG00000085361,Gm16305
ENSMUSG00000104819,4930515G16Rik
ENSMUSG00000102157,Gm37470
ENSMUSG00000105936,Gm43544
ENSMUSG00000104931,Igkv1-136
ENSMUSG00000102451,Gm37655
ENSMUSG00000033538,Casp4
ENSMUSG00000085481,Gm16304
ENSMUSG00000102243,Gm37718
ENSMUSG00000096336,Igkv1-135
ENSMUSG00000039354,Smarcal1
ENSMUSG00000115420,Rmrp
ENSMUSG00000088088,Rmrp
ENSMUSG00000028461,Ccdc107
ENSMUSG00000030330,Ing4
ENSMUSG00000070780,Rbm47
ENSMUSG00002075358,Gm56291
ENSMUSG00000110060,Gm9860
ENSMUSG00000086814,Gm15677
ENSMUSG00000057177,Gsk3a
ENSMUSG00000025887,Casp12
ENSMUSG00000051517,Arhgef39
ENSMUSG00000081974,Gm11960
ENSMUSG00000079010,Gm11032
ENSMUSG00000056288,Gm11961
ENSMUSG00000050965,Prkca
ENSMUSG00000108037,Gm44597
ENSMUSG00000072770,Acrbp
ENSMUSG00000030930,Chst15
ENSMUSG00000110927,Gm48506
ENSMUSG00000111191,Gm6015
ENSMUSG00000110932,Gm48640
ENSMUSG00000028463,Car9
ENSMUSG00000111707,Gm9662
ENSMUSG00000017943,Gdap1l1
ENSMUSG00000032006,Pdgfd
ENSMUSG00000042744,Hectd4
ENSMUSG00000118606,Gm52957
ENSMUSG00000086078,Gm11657
ENSMUSG00000109555,Gm44891
ENSMUSG00000090330,9130221H12Rik
ENSMUSG00000098989,Mir7223
ENSMUSG00000084978,Gm11655
ENSMUSG00000109270,Gm10584
ENSMUSG00000000049,Apoh
ENSMUSG00000067714,Lpar5
ENSMUSG00000109550,Gm44892
ENSMUSG00000109137,Gm34908
ENSMUSG00000108870,Gm44893
ENSMUSG00000108849,Gm35147
ENSMUSG00000090113,Nhlrc4
ENSMUSG00000110712,Gm39662
ENSMUSG00000108858,Gm4587
ENSMUSG00000107761,2010008C14Rik
ENSMUSG00000040857,Erf
ENSMUSG00000098762,Mir7045
ENSMUSG00000088208,Gm23751
ENSMUSG00000063681,Crb1
ENSMUSG00000107800,Gm44478
ENSMUSG00000037827,Gm5884
ENSMUSG00000107831,Gm44420
ENSMUSG00000030363,Clec2j
ENSMUSG00000025727,A930017K11Rik
ENSMUSG00000097405,D630044L22Rik
ENSMUSG00000047619,Ddi1
ENSMUSG00000048486,Fitm2
ENSMUSG00000111257,Gm21089
ENSMUSG00000107425,Gm44216
ENSMUSG00000030364,Clec2h
ENSMUSG00000110732,Gm48674
ENSMUSG00000065382,Gm23097
ENSMUSG00000111464,Gm48675
ENSMUSG00000037326,Capn15
ENSMUSG00000099238,Mir7001
ENSMUSG00000047193,Dync2h1
ENSMUSG00000027364,Usp50
ENSMUSG00000030701,Plekhb1
ENSMUSG00000084916,Gm11656
ENSMUSG00000082544,Gm11667
ENSMUSG00000020412,Ascc2
ENSMUSG00000107495,Gm44215
ENSMUSG00000079299,Klrb1
ENSMUSG00000028464,Tpm2
ENSMUSG00000030361,Klrb1a
ENSMUSG00000103844,4933436E23Rik
ENSMUSG00000102661,Gm34816
ENSMUSG00000053353,2310001K24Rik
ENSMUSG00000025907,Rb1cc1
ENSMUSG00000074846,Gm10774
ENSMUSG00000075025,Gm10804
ENSMUSG00000078949,R3hdml
ENSMUSG00000026842,Abl1
ENSMUSG00000097523,1700022N22Rik
ENSMUSG00000077347,Gm24671
ENSMUSG00000042726,Trafd1
ENSMUSG00000058159,T2
ENSMUSG00000046733,Gprc5a
ENSMUSG00000030205,Gprc5d
ENSMUSG00000003541,Ier3
ENSMUSG00000059714,Flot1
ENSMUSG00000108191,Gm29803
ENSMUSG00000042770,Hebp1
ENSMUSG00000028465,Tln1
ENSMUSG00000088372,Gm22881
ENSMUSG00000108248,Gm34391
ENSMUSG00000108239,Gm19434
ENSMUSG00000059534,Uqcr10
ENSMUSG00000030207,Fam234b
ENSMUSG00000018401,Mtmr4
ENSMUSG00000118600,Gm56303
ENSMUSG00000043102,Qrfp
ENSMUSG00000027016,Zfp385b
ENSMUSG00000104985,Gm42917
ENSMUSG00000042719,Naa25
ENSMUSG00000030206,Gsg1
ENSMUSG00000033964,Zbtb41
ENSMUSG00000026841,Fibcd1
ENSMUSG00000039342,Ankar
ENSMUSG00000035835,Plppr3
ENSMUSG00000119940,
ENSMUSG00000047104,Pbp2
ENSMUSG00000108179,Gm44274
ENSMUSG00000107768,Gm36582
ENSMUSG00000085845,Gm13944
ENSMUSG00000082691,Dynlt1-ps1
ENSMUSG00000030208,Emp1
ENSMUSG00000086356,Gm13441
ENSMUSG00000017950,Hnf4a
ENSMUSG00000001525,Tubb5
ENSMUSG00000028466,Creb3
ENSMUSG00000065187,Gm25136
ENSMUSG00000107866,Gm43907
ENSMUSG00000030325,Klrb1c
ENSMUSG00000061607,Mdc1
ENSMUSG00000030934,Oat
ENSMUSG00000098562,Mir6910
ENSMUSG00000090860,Gm17134
ENSMUSG00000028467,Gba2
ENSMUSG00000057729,Prtn3
ENSMUSG00000087247,Alkal1
ENSMUSG00000108866,Gm35082
ENSMUSG00000004113,Cacna1b
ENSMUSG00000048528,Nkx1-2
ENSMUSG00000103355,Gm2147
ENSMUSG00000107872,Gm44511
ENSMUSG00000102706,Gm7417
ENSMUSG00000020125,Elane
ENSMUSG00000110487,Gm18035
ENSMUSG00000103845,Gm19026
ENSMUSG00000087657,Gm16764
ENSMUSG00000110596,Gm45859
ENSMUSG00000087443,Ppp1r18os
ENSMUSG00000079298,Klrb1b
ENSMUSG00000009076,Zmat5
ENSMUSG00000046330,Rpl37a
ENSMUSG00000009487,Otog
ENSMUSG00000059791,Nrm
ENSMUSG00000111897,Gm19810
ENSMUSG00000061780,Cfd
ENSMUSG00000039323,Igfbp2
ENSMUSG00000106115,Gm43420
ENSMUSG00000121151,
ENSMUSG00000029616,Erp29
ENSMUSG00000034595,Ppp1r18
ENSMUSG00000009075,Cabp7
ENSMUSG00000026185,Igfbp5
ENSMUSG00000013833,Med16
ENSMUSG00000013629,Cad
ENSMUSG00000070345,Hsf5
ENSMUSG00000107946,Gm44066
ENSMUSG00000108095,Gm44067
ENSMUSG00000090164,BC035044
ENSMUSG00000101968,1700027A15Rik
ENSMUSG00000107633,Gm44078
ENSMUSG00000020831,0610010K14Rik
ENSMUSG00000107733,Gm8774
ENSMUSG00000030365,Clec2i
ENSMUSG00000026182,Tnp1
ENSMUSG00002076711,Gm55305
ENSMUSG00000024422,Dhx16
ENSMUSG00000102266,Gm38106
ENSMUSG00000101112,Gm29185
ENSMUSG00000100697,Gm29184
ENSMUSG00000099877,Pinc
ENSMUSG00002076669,Gm56308
ENSMUSG00000101812,D530049I02Rik
ENSMUSG00000100044,Gm9553
ENSMUSG00000078719,Msmp
ENSMUSG00000100444,C530043A13Rik
ENSMUSG00000100429,Gm29186
ENSMUSG00000085351,Gm12472
ENSMUSG00002075231,Gm56257
ENSMUSG00000086043,Gm12473
ENSMUSG00000033952,Aspm
ENSMUSG00000028469,Npr2
ENSMUSG00000119877,Gm24019
ENSMUSG00000035781,R3hdm4
ENSMUSG00000120116,
ENSMUSG00000107909,2610017A05Rik
ENSMUSG00000109962,1700025L06Rik
ENSMUSG00000120028,
ENSMUSG00000120270,
ENSMUSG00000120271,
ENSMUSG00000107732,Gm44204
ENSMUSG00000030946,Lhpp
ENSMUSG00000107773,Gm43971
ENSMUSG00000086021,Gm15767
ENSMUSG00000120453,
ENSMUSG00000120454,
ENSMUSG00000120498,
ENSMUSG00000120520,
ENSMUSG00000119951,
ENSMUSG00000120571,
ENSMUSG00000120614,
ENSMUSG00000108084,Gm7932
ENSMUSG00000096299,Gm21814
ENSMUSG00000097854,Gm26602
ENSMUSG00000035773,Kiss1r
ENSMUSG00000120647,
ENSMUSG00000120648,
ENSMUSG00000107476,Zfp862-ps
ENSMUSG00000009471,Myod1
ENSMUSG00000087348,Gm15582
ENSMUSG00000058975,Kcnc1
ENSMUSG00000050705,2310061I04Rik
ENSMUSG00000019564,Arid3a
ENSMUSG00000120672,
ENSMUSG00000054488,Gm9946
ENSMUSG00000030839,Sergef
ENSMUSG00000085470,1700012C14Rik
ENSMUSG00000120046,Gm33318
ENSMUSG00000120732,
ENSMUSG00000044471,Lncpint
ENSMUSG00000100301,6030407O03Rik
ENSMUSG00000101344,Gm29183
ENSMUSG00000084998,Gm16279
ENSMUSG00000120745,
ENSMUSG00002076885,Gm56310
ENSMUSG00000098504,Mir6351
ENSMUSG00000120276,
ENSMUSG00000026368,F13b
ENSMUSG00000101553,1700049E22Rik
ENSMUSG00000024426,Atat1
ENSMUSG00000119711,Gm22969
ENSMUSG00000110316,Gm45311
ENSMUSG00000120764,
ENSMUSG00000087492,Gm15700
ENSMUSG00000073154,9330158H04Rik
ENSMUSG00000110272,Gm45310
ENSMUSG00000066197,Gpr139
ENSMUSG00000035754,Wdr18
ENSMUSG00000108921,Gm4083
ENSMUSG00000077653,Gm23321
ENSMUSG00000030956,Fam53b
ENSMUSG00000093989,Rnasek
ENSMUSG00000120822,
ENSMUSG00000120845,
ENSMUSG00000112144,Gm47861
ENSMUSG00000054556,Gm4876
ENSMUSG00000057037,Cfhr1
ENSMUSG00000035745,Grin3b
ENSMUSG00000120052,
ENSMUSG00000000320,Alox12
ENSMUSG00000090623,Cfhr3
ENSMUSG00000119973,
ENSMUSG00000119797,Gm26271
ENSMUSG00000070594,Cfhr4
ENSMUSG00000120876,
ENSMUSG00000097675,1700101I11Rik
ENSMUSG00000108289,Gm44174
ENSMUSG00000120580,
ENSMUSG00000073144,4930599N23Rik
ENSMUSG00000092090,Gm3294
ENSMUSG00000066196,Spag8
ENSMUSG00000120919,
ENSMUSG00000056771,Gm10010
ENSMUSG00000013858,Tmem259
ENSMUSG00000032002,Dcun1d5
ENSMUSG00000059659,Gm10069
ENSMUSG00000028470,Hint2
ENSMUSG00000097462,9530026P05Rik
ENSMUSG00000029461,Fam168a
ENSMUSG00000111615,Gm47741
ENSMUSG00000050578,Mmp13
ENSMUSG00000018907,Alox12e
ENSMUSG00000043633,Fam221b
ENSMUSG00000049723,Mmp12
ENSMUSG00000119360,Gm25619
ENSMUSG00000034177,Rnf43
ENSMUSG00000033898,Cfhr2
ENSMUSG00000043770,Gm12481
ENSMUSG00000078716,Tmem8b
ENSMUSG00000120192,
ENSMUSG00000089991,Gm16332
ENSMUSG00000120307,
ENSMUSG00000120456,
ENSMUSG00000118738,Gm26243
ENSMUSG00000104496,Gm5837
ENSMUSG00000090192,Gm16556
ENSMUSG00000004665,Cnn2
ENSMUSG00000085867,Gm5834
ENSMUSG00000120960,
ENSMUSG00000102905,Gm38266
ENSMUSG00000093482,Gm20619
ENSMUSG00000087930,Gm26048
ENSMUSG00000103691,Gm38019
ENSMUSG00000055322,Tns1
ENSMUSG00000107736,Gm44148
ENSMUSG00000107799,Gm38825
ENSMUSG00000120976,
ENSMUSG00000045709,Smkr-ps
ENSMUSG00000111993,Gm48018
ENSMUSG00000029151,Slc30a3
ENSMUSG00000121002,
ENSMUSG00000087231,E230016M11Rik
ENSMUSG00000121326,
ENSMUSG00000071335,Mfsd4b3-ps
ENSMUSG00002074925,Gm56261
ENSMUSG00000050215,Or13e8
ENSMUSG00000087792,Gm25968
ENSMUSG00000024436,Mrps18b
ENSMUSG00000085972,1110028F11Rik
ENSMUSG00000121339,Mfsd4b3-ps
ENSMUSG00000046450,Or13j1
ENSMUSG00000121008,
ENSMUSG00000121011,
ENSMUSG00000108276,Gm36640
ENSMUSG00000020485,Supt4a
ENSMUSG00000054031,Rdh18-ps
ENSMUSG00000121036,
ENSMUSG00000107230,Gm19265
ENSMUSG00000071001,Hrct1
ENSMUSG00000121367,
ENSMUSG00000060962,Dmkn
ENSMUSG00000028475,Spaar
ENSMUSG00000090063,Dlx6os1
ENSMUSG00000121429,
ENSMUSG00000097352,C920009B18Rik
ENSMUSG00000121430,
ENSMUSG00000028476,Reck
ENSMUSG00000100680,1810044D09Rik
ENSMUSG00000112842,Gm30232
ENSMUSG00000121058,
ENSMUSG00000065420,Mir142b
ENSMUSG00000105196,Mir142
ENSMUSG00000107516,Gm30784
ENSMUSG00000020728,Cep112
ENSMUSG00000121078,
ENSMUSG00000121085,
ENSMUSG00000086212,Mkln1os
ENSMUSG00000121448,
ENSMUSG00000039339,Mfsd4b2
ENSMUSG00000088408,Gm25881
ENSMUSG00000083973,Gm13459
ENSMUSG00000121468,Mfsd4b2
ENSMUSG00000017679,Ttpal
ENSMUSG00000121098,
ENSMUSG00000120618,
ENSMUSG00000086763,Plxna4os1
ENSMUSG00000104299,Gm9924
ENSMUSG00000097412,1810014B01Rik
ENSMUSG00000053856,Dnajc5g
ENSMUSG00000121489,1810014B01Rik
ENSMUSG00000044867,Gimap1os
ENSMUSG00000121125,
ENSMUSG00000098318,Lockd
ENSMUSG00000112351,Gm48326
ENSMUSG00000026840,Lamc3
ENSMUSG00000098065,Gm5177
ENSMUSG00000039220,Ppp1r10
ENSMUSG00000087884,Gm23601
ENSMUSG00000085067,Gm15631
ENSMUSG00000078481,Gm10944
ENSMUSG00000019832,Rab32
ENSMUSG00000096229,Or6c5
ENSMUSG00000029452,Tmem116
ENSMUSG00000096220,Or6c205
ENSMUSG00000121138,
ENSMUSG00000107785,Gm45083
ENSMUSG00000095483,Or6c206
ENSMUSG00000106734,Gm20559
ENSMUSG00000062914,Or6c207
ENSMUSG00000107803,Olfr778-ps1
ENSMUSG00000077280,Gm25764
ENSMUSG00000044537,Or6c6b
ENSMUSG00000049573,Or6c68
ENSMUSG00000041620,Mmp1b
ENSMUSG00000095138,Or6c35
ENSMUSG00000109556,Gm38843
ENSMUSG00000028480,Glipr2
ENSMUSG00000095075,Or6c6
ENSMUSG00000107402,4732416N19Rik
ENSMUSG00000085776,5430402O13Rik
ENSMUSG00000097739,Gm2539
ENSMUSG00000097214,Gm19791
ENSMUSG00000097327,E030030I06Rik
ENSMUSG00000043613,Mmp3
ENSMUSG00000097795,Gm7678
ENSMUSG00000107689,Gm44386
ENSMUSG00000044268,Gm4895
ENSMUSG00000097108,Gm26581
ENSMUSG00000121153,
ENSMUSG00000070999,Ccin
ENSMUSG00000063171,Rps4l
ENSMUSG00000121157,
ENSMUSG00000121161,
ENSMUSG00000020151,Ptprr
ENSMUSG00000086863,Gm15543
ENSMUSG00000028478,Clta
ENSMUSG00000097616,1110019D14Rik
ENSMUSG00000120743,
ENSMUSG00000086429,Gt(ROSA)26Sor
ENSMUSG00000077384,Gm22658
ENSMUSG00000031937,Vstm5
ENSMUSG00000097048,1600020E01Rik
ENSMUSG00000084751,Mir1894
ENSMUSG00000049832,Rbx1-ps
ENSMUSG00000092284,Gm8801
ENSMUSG00000031935,Med17
ENSMUSG00000017707,Serinc3
ENSMUSG00000038762,Abcf1
ENSMUSG00000031938,4931406C07Rik
ENSMUSG00000121190,
ENSMUSG00000121037,
ENSMUSG00000121193,
ENSMUSG00000121179,
ENSMUSG00000120675,
ENSMUSG00000121202,
ENSMUSG00000085171,D830026I12Rik
ENSMUSG00000121205,
ENSMUSG00000101655,2310040G24Rik
ENSMUSG00000058812,0610039K10Rik
ENSMUSG00000001864,Aif1l
ENSMUSG00000121030,
ENSMUSG00000026365,Cfh
ENSMUSG00000105646,Gm30211
ENSMUSG00000085786,Gm15987
ENSMUSG00000028479,Gne
ENSMUSG00000077931,Mir877
ENSMUSG00000120154,
ENSMUSG00000082760,Gm15546
ENSMUSG00000062438,Adam1b
ENSMUSG00000038500,Prr3
ENSMUSG00000087305,A430035B10Rik
ENSMUSG00000104999,4930477O15Rik
ENSMUSG00000072647,Adam1a
ENSMUSG00000031939,Taf1d
ENSMUSG00000062077,Trim54
ENSMUSG00000085737,Gm13442
ENSMUSG00000106874,Gm20186
ENSMUSG00000035268,Pkig
ENSMUSG00000097166,9330179D12Rik
ENSMUSG00000097635,Gm26826
ENSMUSG00000097354,2310001H17Rik
ENSMUSG00000024429,Gnl1
ENSMUSG00000105340,Gm42878
ENSMUSG00000109035,Gm45209
ENSMUSG00000097388,Gm3200
ENSMUSG00000109109,Gm44953
ENSMUSG00000087129,Gm16316
ENSMUSG00000030960,Eef1akmt2
ENSMUSG00000017697,Ada
ENSMUSG00000086761,Cep112os1
ENSMUSG00000074734,Taf7l2
ENSMUSG00000081016,Or51q1b-ps1
ENSMUSG00000092604,Gm20508
ENSMUSG00000112461,Gm47625
ENSMUSG00000083723,Rpl23a-ps14
ENSMUSG00000120319,
ENSMUSG00000085811,Cep112it
ENSMUSG00000092368,A930015D03Rik
ENSMUSG00000020317,Theg
ENSMUSG00000107265,Gm15469
ENSMUSG00000087380,2210408F21Rik
ENSMUSG00000034156,Tspoap1
ENSMUSG00000038676,Ucn
ENSMUSG00000053835,H2-T24
ENSMUSG00000107283,Mpv17
ENSMUSG00000110159,Gm45501
ENSMUSG00000027365,Trpm7
ENSMUSG00000067212,H2-T23
ENSMUSG00000040046,Tph1
ENSMUSG00000045912,C2cd4c
ENSMUSG00000020312,Shc2
ENSMUSG00002076893,Gm56267
ENSMUSG00002075197,Gm56153
ENSMUSG00000087326,Gm12503
ENSMUSG00000105847,Mir7650
ENSMUSG00000065282,Gm24455
ENSMUSG00000088929,Gm24299
ENSMUSG00000084274,Ptma-ps2
ENSMUSG00002076879,Gm56154
ENSMUSG00000065226,Gm25791
ENSMUSG00000064634,Gm22620
ENSMUSG00000064797,Gm24357
ENSMUSG00000065265,Gm23455
ENSMUSG00000065663,Gm22579
ENSMUSG00000035696,Rnf38
ENSMUSG00000046111,Cep295
ENSMUSG00000061815,Rufy4
ENSMUSG00000056116,H2-T22
ENSMUSG00000111977,Gm47163
ENSMUSG00000035963,Odf3l2
ENSMUSG00000020308,Tpgs1
ENSMUSG00000110010,Gm45629
ENSMUSG00000030954,Gp2
ENSMUSG00000120698,
ENSMUSG00000112299,Gm17870
ENSMUSG00000019966,Kitl
ENSMUSG00000026180,Cxcr2
ENSMUSG00000048480,Cxcr1
ENSMUSG00000087820,Mir1928
ENSMUSG00000118939,Gm25524
ENSMUSG00000052726,Kcnt2
ENSMUSG00000101678,Gm29609
ENSMUSG00000105965,Cycs-ps2
ENSMUSG00000106610,Gm43103
ENSMUSG00000092503,Gm20484
ENSMUSG00000073407,Gm6034
ENSMUSG00000121510,
ENSMUSG00000029454,Mapkapk5
ENSMUSG00000024446,Rpp21
ENSMUSG00000030965,Abraxas2
ENSMUSG00000112831,Gm35533
ENSMUSG00002075807,Gm55382
ENSMUSG00002076343,Gm55383
ENSMUSG00000112633,Gm47627
ENSMUSG00000112522,Gm47632
ENSMUSG00000112122,Gm47628
ENSMUSG00000112178,Gm47630
ENSMUSG00000112485,Gm47631
ENSMUSG00000112580,Gm47673
ENSMUSG00000036676,Tmtc3
ENSMUSG00000045409,Trim39
ENSMUSG00000000142,Axin2
ENSMUSG00000102698,Gm37777
ENSMUSG00000102368,4930590L20Rik
ENSMUSG00000102500,Gm37371
ENSMUSG00000095238,Gm4845
ENSMUSG00000097595,1500002F19Rik
ENSMUSG00000033740,St18
ENSMUSG00000109842,Gm45502
ENSMUSG00000008318,Relt
ENSMUSG00000023083,H2-M10.2
ENSMUSG00000086268,Gm11670
ENSMUSG00000024448,H2-M10.1
ENSMUSG00000081392,Gm11668
ENSMUSG00000119031,Gm24149
ENSMUSG00000092677,Mir5106
ENSMUSG00000078605,E030025P04Rik
ENSMUSG00000035683,Melk
ENSMUSG00000081524,Gm11658
ENSMUSG00000009073,Nf2
ENSMUSG00000111132,Gm48142
ENSMUSG00000111529,Gm48141
ENSMUSG00000077506,Scarna9
ENSMUSG00000077394,Gm24339
ENSMUSG00000019971,Cep290
ENSMUSG00000089702,Gm16568
ENSMUSG00000006763,Saal1
ENSMUSG00000111763,Gm34973
ENSMUSG00000111823,Gm2517
ENSMUSG00000111508,Gm48634
ENSMUSG00000087469,Gm16142
ENSMUSG00000080848,Gm9385
ENSMUSG00000032440,Tgfbr2
ENSMUSG00000081127,Gm12677
ENSMUSG00000083803,Gm12455
ENSMUSG00000077587,Gm24376
ENSMUSG00000027656,Ccn5
ENSMUSG00000014030,Pax5
ENSMUSG00000035238,Kcnk15
ENSMUSG00000081894,Gm14212
ENSMUSG00000035226,Rims4
ENSMUSG00000001855,Nup214
ENSMUSG00000035047,Kri1
ENSMUSG00000082265,Gm15547
ENSMUSG00000074199,Krtdap
ENSMUSG00000029455,Aldh2
ENSMUSG00000096472,Cdkn2d
ENSMUSG00000003309,Ap1m2
ENSMUSG00000040026,Saa3
ENSMUSG00000040017,Saa4
ENSMUSG00000109624,Saa-ps
ENSMUSG00000046567,4930430F08Rik
ENSMUSG00000030967,Zranb1
ENSMUSG00000106590,Gm42879
ENSMUSG00000042647,Acad12
ENSMUSG00000092761,Mir5120
ENSMUSG00000086211,Gm12462
ENSMUSG00000102880,4930517J16Rik
ENSMUSG00000103995,5730488B01Rik
ENSMUSG00000080916,Gm12463
ENSMUSG00000035649,Zcchc7
ENSMUSG00000005442,Cic
ENSMUSG00000018326,Ywhab
ENSMUSG00000112000,Gm47956
ENSMUSG00000106864,Gtf3c2
ENSMUSG00000057193,Slc44a2
ENSMUSG00000056912,1700017N19Rik
ENSMUSG00002076239,Gm56271
ENSMUSG00000086205,Gm12679
ENSMUSG00000081480,Gm13608
ENSMUSG00000086192,Gm13609
ENSMUSG00000035637,Grhpr
ENSMUSG00000027366,Sppl2a
ENSMUSG00000121218,
ENSMUSG00000047720,Clec2m
ENSMUSG00000053063,Clec12a
ENSMUSG00000054582,Pabpc1l
ENSMUSG00000049657,Zbtb5
ENSMUSG00000030158,Clec12b
ENSMUSG00000098896,Mir3473g
ENSMUSG00000050592,Fam78a
ENSMUSG00000070997,1700055D18Rik
ENSMUSG00000028318,Polr1e
ENSMUSG00000090157,Gm16534
ENSMUSG00000030159,Clec1b
ENSMUSG00000099075,Mir7674
ENSMUSG00000082701,Gm14460
ENSMUSG00002075043,Gm56312
ENSMUSG00000082046,Gm14464
ENSMUSG00000051373,Plpp7
ENSMUSG00000112328,Gm47325
ENSMUSG00000112104,Gm35722
ENSMUSG00000112403,Gm47227
ENSMUSG00000112382,Gm47228
ENSMUSG00000091779,Gm21293
ENSMUSG00000084239,Gm14463
ENSMUSG00000084101,Gm17014
ENSMUSG00000018322,Tomm34
ENSMUSG00000097427,Gm6763
ENSMUSG00000097878,Gm8764
ENSMUSG00000097550,Gm21304
ENSMUSG00000009350,Mpo
ENSMUSG00000118759,Gm25457
ENSMUSG00002075391,Gm56322
ENSMUSG00000007107,Atp1a4
ENSMUSG00000094144,Gm21312
ENSMUSG00000046080,Clec9a
ENSMUSG00000095022,Gm20765
ENSMUSG00000090854,Gm4340
ENSMUSG00000110915,Gm36198
ENSMUSG00000088343,Gm22339
ENSMUSG00000112245,Gm8689
